rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
1169,7663405,K01519.01,Kepler-876 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.1443645,2.24E-05,-2.24E-05,133.83044,3.19E-03,-3.19E-03,2454966.83,3.19E-03,-3.19E-03,0,,,,,,0.031,0.43,-0.031,2.703,0.107,-0.107,,,,3.11E+02,1.76E+01,-1.76E+01,0.015692,9.04E-04,-4.30E-04,2.30549,0.37566,-0.80372,LS+MCMC,1.55,1.10E-01,-1.50E-01,0.0549,,,89.88,,,923,,,171.63,37.18,-40.68,14.77,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,3.594026,17.12765,20.2,2,261,1,q1_q17_dr25_tce,1.11111E+31,0.3117,Mandel and Agol (2002 ApJ 580 171),,,007/007663/007663405/dv/kplr007663405-20160209194854_dvr.pdf,007/007663/007663405/dv/kplr007663405-001-20160209194854_dvs.pdf,5157,77,-84,4.445,0.091,-0.049,0.18,0.15,-0.1,0.904,0.064,-0.088,0.83,0.054,-0.029,,,,q1_q17_dr25_stellar,283.47818,43.383781,15.369,16.086,15.292,15.062,14.939,13.925,13.437,13.354,0.011,18.898518,0.00002,43.38395,0.00023,-1.08,0.8,0.62,0.82,4.50E-04,2.50E-04,-2.10E-04,2.50E-04,-0.39,0.54,-0.27,0.32,0.47,0.36,-0.4,0.57,-0.38,0.31,0.55,0.35
1170,9765975,K01520.01,Kepler-877 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.45848388,4.88E-05,-4.88E-05,138.1635,2.23E-03,-2.23E-03,2454971.163,2.23E-03,-2.23E-03,0,,,,,,0.832,0.009,-0.588,3.3703,0.0684,-0.0684,,,,5.35E+02,1.50E+01,-1.50E+01,0.024147,4.40E-04,-3.14E-03,0.86583,3.35919,-0.08815,LS+MCMC,2.5,2.10E-01,-2.60E-01,0.1301,,,88.09,,,632,,,37.81,9.65,-9.14,25,12.1,-12.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,6.3423014,34.93317,41.5,1,73,1,q1_q17_dr25_tce,1.11111E+31,0.8028,Mandel and Agol (2002 ApJ 580 171),,,009/009765/009765975/dv/kplr009765975-20160209194854_dvr.pdf,009/009765/009765975/dv/kplr009765975-001-20160209194854_dvs.pdf,5311,85,-74,4.419,0.111,-0.06,0.14,0.15,-0.15,0.948,0.081,-0.099,0.859,0.06,-0.033,,,,q1_q17_dr25_stellar,289.85913,46.522671,14.516,15.13,14.453,14.253,14.152,13.174,12.736,12.653,0,19.3239581,0.0000094,46.522665,0.000079,0.6,0.35,-0.02,0.28,5.60E-04,1.80E-04,-4.00E-05,1.50E-04,0.01,0.3,0.01,0.35,0.02,0.43,0.05,0.33,0.27,0.36,0.27,0.4
1171,9818462,K01521.01,Kepler-878 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,25.9421582,1.13E-04,-1.13E-04,156.18894,3.30E-03,-3.30E-03,2454989.189,3.30E-03,-3.30E-03,0,,,,,,0.577,0.295,-0.372,4.045,0.104,-0.104,,,,5.70E+02,2.03E+01,-2.03E+01,0.022458,4.08E-03,-1.13E-03,1.98748,1.61308,-0.04275,LS+MCMC,1.95,1.60E-01,-7.00E-02,0.165,,,89.2,,,501,,,14.85,3.69,-1.89,41.4,16.8,-16.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,6.153776,24.828281,31.6,1,50,1,q1_q17_dr25_tce,1.11111E+31,0.687,Mandel and Agol (2002 ApJ 580 171),,,009/009818/009818462/dv/kplr009818462-20160209194854_dvr.pdf,009/009818/009818462/dv/kplr009818462-001-20160209194854_dvs.pdf,5167,82,-82,4.585,0.013,-0.081,0.16,0.15,-0.15,0.796,0.066,-0.028,0.891,0.027,-0.064,,,,q1_q17_dr25_stellar,285.2962,46.603439,14.817,15.52,14.765,14.516,14.379,13.363,12.907,12.788,0.35,19.019749,0.000011,46.60341,0.00011,0.1,0.42,-0.11,0.39,1.00E-04,2.40E-04,1.60E-04,2.30E-04,-0.02,0.14,-0.06,0.13,0.07,0.14,0.15,0.14,-0.01,0.14,0.15,0.14
1172,6803202,K00177.01,Kepler-1711 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,21.06075303,5.70E-05,-5.70E-05,143.59983,2.27E-03,-2.27E-03,2454976.6,2.27E-03,-2.27E-03,0,,,,,,0.176,0.25,-0.176,5.2472,0.0663,-0.0663,,,,3.01E+02,6.30E+00,-6.30E+00,0.015768,3.99E-04,-3.00E-04,1.23168,0.0705,-0.38825,LS+MCMC,1.78,2.60E-01,-2.10E-01,0.1463,,,89.67,,,669,,,47.39,19.64,-13.04,30.68,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,7.581757,43.052994,54.4,1,65,1,q1_q17_dr25_tce,1.11111E+31,0.2406,Mandel and Agol (2002 ApJ 580 171),,,006/006803/006803202/dv/kplr006803202-20160209194854_dvr.pdf,006/006803/006803202/dv/kplr006803202-001-20160209194854_dvs.pdf,5706,114,-103,4.382,0.099,-0.11,0,0.15,-0.15,1.034,0.148,-0.121,0.94,0.073,-0.055,,,,q1_q17_dr25_stellar,298.17722,42.237041,13.182,13.655,13.143,12.979,12.926,12.017,11.702,11.643,0.07,19.8784894,0.0000084,42.237005,0.000077,0.29,0.33,-0.13,0.28,-9.00E-05,1.00E-04,-8.80E-05,8.30E-05,0.35,0.21,0,0.14,0.35,0.21,0.45,0.2,0.02,0.15,0.45,0.2
1173,5299459,K01576.02,Kepler-307 c,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.08424286,2.61E-05,-2.61E-05,132.63129,1.57E-03,-1.57E-03,2454965.631,1.57E-03,-1.57E-03,0,,,,,,0.701,0.185,-0.475,3.0401,0.0549,-0.0549,,,,6.62E+02,1.44E+01,-1.44E+01,0.025138,2.51E-03,-1.80E-03,1.64444,2.32678,-0.18735,LS+MCMC,2.71,3.50E-01,-2.30E-01,0.1068,,,88.37,,,739,,,70.51,26.87,-15.74,24.6,11.6,-11.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,9.113019,43.509666,51.2,3,102,2,q1_q17_dr25_tce,1.11111E+31,0.9113,Mandel and Agol (2002 ApJ 580 171),,,005/005299/005299459/dv/kplr005299459-20160209194854_dvr.pdf,005/005299/005299459/dv/kplr005299459-002-20160209194854_dvs.pdf,5511,110,0,4.426,0.081,-0.099,0.2,0.15,-0.15,0.987,0.128,-0.085,0.947,0.059,-0.053,,,,q1_q17_dr25_stellar,297.79514,40.417709,14.072,14.646,13.997,13.826,13.714,12.833,12.452,12.321,0.409,19.8530098,0.000006,40.417585,0.000062,0.02,0.25,-0.45,0.22,1.40E-04,1.70E-04,5.00E-05,1.60E-04,0.02,0.12,-0.26,0.12,0.26,0.12,-0.06,0.12,-0.45,0.11,0.45,0.11
1174,9651668,K00183.01,Kepler-423 b,CONFIRMED,Done,16/8/2018,CANDIDATE,0.995,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.684328541,8.20E-08,-8.20E-08,133.3548095,2.55E-05,-2.55E-05,2454966.355,2.55E-05,-2.55E-05,0,,,,,,0.076,0.008,-0.053,2.69382,0.00073,-0.00073,,,,1.81E+04,7.40E+00,-7.40E+00,0.121923,4.60E-05,-8.50E-05,1.63862,0.0125,-0.00075,LS+MCMC,12.73,1.60E+00,-1.45E+00,0.036,,,89.49,,,1265,,,603.57,202.56,-154.5,8.546,0.0652,-0.0652,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.4415,q1_q17_dr25_koi,193.02173,2803.75,2833.1,1,501,1,q1_q17_dr25_tce,1.11111E+31,0.9272,Mandel and Agol (2002 ApJ 580 171),,,009/009651/009651668/dv/kplr009651668-20160209194854_dvr.pdf,009/009651/009651668/dv/kplr009651668-001-20160209194854_dvs.pdf,5561,74,-74,4.411,0.11,-0.09,-0.1,0.15,-0.15,0.956,0.12,-0.109,0.859,0.065,-0.042,,,,q1_q17_dr25_stellar,292.85574,46.391178,14.29,14.729,14.225,14.102,14.028,13.142,12.847,12.779,0,19.52371696,0.00000011,46.3911924,0.0000012,0.0356,0.0042,0.0445,0.0042,1.69E-03,3.80E-04,-1.39E-03,5.40E-04,-0.008,0.067,0.002,0.067,0.008,0.067,0.002,0.067,0.032,0.067,0.032,0.067
1175,5299459,K01576.03,,CANDIDATE,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,23.3397956,5.85E-04,-5.85E-04,146.3627,1.37E-02,-1.37E-02,2454979.363,1.37E-02,-1.37E-02,0,,,,,,0.4757,0.3547,-0.2223,1.923,0.473,-0.473,,,,1.25E+02,2.43E+01,-2.43E+01,0.010418,4.73E-04,-2.29E-03,19.62615,4.99315,-8.9565,MCMC,1.23,4.70E-01,-1.80E-01,0.159,,,89.95,,,653,,,43.02,47.96,-14.94,82.7,21,-21,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2486,0.4302,q1_q16_koi,,,4.5,3,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5671,162,-159,4.36,0.118,-0.246,0.16,0.2,-0.26,1.084,0.406,-0.157,0.983,0.141,-0.088,,,,stellar_q1_q16,297.79514,40.417709,14.072,14.646,13.997,13.826,13.714,12.833,12.452,12.321,,,,,,,,,,,,,,,,,,,,,,,,,
1176,12506770,K01577.01,Kepler-895 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.806243488,7.52E-06,-7.52E-06,133.7314,2.03E-03,-2.03E-03,2454966.731,2.03E-03,-2.03E-03,0,,,,,,0.043,0.41,-0.043,1.6271,0.0701,-0.0701,,,,6.00E+02,3.01E+01,-3.01E+01,0.022156,9.81E-04,-6.81E-04,5.86933,0.2451,-2.57501,LS+MCMC,1.41,6.00E-02,-8.00E-02,0.0328,,,89.82,,,771,,,83.53,15.48,-14.77,13.469,0.562,-0.562,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.101,0.6443,q1_q17_dr25_koi,3.7419364,17.98488,22.4,1,472,1,q1_q17_dr25_tce,1.11111E+31,0.7165,Mandel and Agol (2002 ApJ 580 171),,,012/012506/012506770/dv/kplr012506770-20160209194854_dvr.pdf,012/012506/012506770/dv/kplr012506770-001-20160209194854_dvs.pdf,4153,83,-91,4.684,0.023,-0.025,-0.22,0.15,-0.15,0.581,0.027,-0.03,0.595,0.028,-0.036,,,,q1_q17_dr25_stellar,289.29065,51.40889,15.988,17.156,15.934,15.488,15.24,14.092,13.453,13.387,0.007,19.286046,0.000018,51.40901,0.00015,0.12,0.61,0.42,0.52,5.30E-04,3.70E-04,4.40E-04,3.20E-04,-0.29,0.52,-0.05,0.28,0.29,0.54,0.03,0.53,0.37,0.31,0.37,0.33
1177,5629985,K01578.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,2.27190723,1.30E-05,-1.30E-05,134.79852,4.67E-03,-4.67E-03,2454967.799,4.67E-03,-4.67E-03,0,,,,,,0.719,0.223,-0.446,5.383,0.176,-0.176,,,,1.49E+02,4.90E+00,-4.90E+00,0.011986,1.94E-03,-7.59E-04,0.05337,0.06968,-0.03831,LS+MCMC,1.12,2.90E-01,-1.30E-01,0.0321,,,72.88,,,1318,,,714.27,551.84,-209.16,2.44,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3728,q1_q17_dr25_koi,4.435737,19.963707,36.8,1,477,1,q1_q17_dr25_tce,1.1111E+31,0.7053,Mandel and Agol (2002 ApJ 580 171),,,005/005629/005629985/dv/kplr005629985-20160209194854_dvr.pdf,005/005629/005629985/dv/kplr005629985-001-20160209194854_dvs.pdf,5788,155,-155,4.506,0.072,-0.168,-0.38,0.3,-0.3,0.856,0.225,-0.096,0.856,0.106,-0.077,,,,q1_q17_dr25_stellar,294.73419,40.86142,14.459,14.973,14.427,14.238,14.137,13.301,12.87,12.821,0,19.65032,0.000018,40.88489,0.0002,56.09,0.72,84.49,0.73,-6.42E-03,8.30E-05,-9.69E-03,8.40E-05,7.191,0.079,7.692,0.072,10.53,0.079,7.116,0.078,7.544,0.07,10.37,0.078
1178,9898364,K01579.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,7.132351753,7.13E-06,-7.13E-06,134.473083,8.22E-04,-8.22E-04,2454967.473,8.22E-04,-8.22E-04,0,,,,,,1.206,6.596,-0.109,2.9674,0.0397,-0.0397,,,,7.44E+02,9.50E+00,-9.50E+00,0.234114,6.74E+00,-1.04E-01,0.04422,0.85104,-0.00627,LS+MCMC,49.34,1.36E+01,-1.11E+01,0.0855,,,75.8,,,1579,,,1466.12,1195.78,-724.22,4.92,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3399,0.2246,q1_q17_dr25_koi,11.479321,80.6308,91.2,1,188,1,q1_q17_dr25_tce,1.11111E+31,0.9693,Mandel and Agol (2002 ApJ 580 171),,,009/009898/009898364/dv/kplr009898364-20160209194854_dvr.pdf,009/009898/009898364/dv/kplr009898364-001-20160209194854_dvs.pdf,7530,209,-314,4.08,0.16,-0.176,-0.06,0.2,-0.35,1.93,0.532,-0.435,1.633,0.212,-0.259,,,,q1_q17_dr25_stellar,294.83032,46.734348,13.337,13.476,13.291,13.284,13.311,12.574,12.423,12.382,0,19.6553985,0.0000026,46.733765,0.000028,1.647,0.095,-2.11,0.1,-1.09E-03,7.30E-05,1.51E-03,7.90E-05,1.717,0.095,-1.909,0.076,2.567,0.075,1.715,0.094,-1.932,0.074,2.583,0.076
1179,11337372,K01650.01,Kepler-920 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.53194024,2.28E-05,-2.28E-05,136.03223,3.26E-03,-3.26E-03,2454969.032,3.26E-03,-3.26E-03,0,,,,,,0.83,0.049,-0.601,3.3351,0.0618,-0.0618,,,,7.72E+02,2.18E+01,-2.18E+01,0.028965,1.13E-03,-3.69E-03,0.33841,1.29293,-0.12393,LS+MCMC,3.09,3.00E-01,-4.00E-01,0.065,,,84.79,,,907,,,159.66,45.57,-45.69,9.14,4.4,-4.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,5.4433193,32.68434,39.6,2,129,1,q1_q17_dr25_tce,1.11101E+28,0.8123,Mandel and Agol (2002 ApJ 580 171),,,011/011337/011337372/dv/kplr011337372-20160209194854_dvr.pdf,011/011337/011337372/dv/kplr011337372-001-20160209194854_dvs.pdf,5301,85,-74,4.391,0.13,-0.07,0.16,0.15,-0.15,0.977,0.096,-0.128,0.856,0.066,-0.033,,,,q1_q17_dr25_stellar,284.29694,49.15868,15.28,15.85,15.21,15.036,14.945,14.026,13.649,13.511,0.038,18.953125,0.000011,49.158648,0.000097,-0.19,0.39,-0.11,0.35,4.70E-04,3.00E-04,2.10E-04,2.70E-04,-0.05,0.11,-0.13,0.15,0.14,0.16,0.03,0.1,-0.24,0.14,0.24,0.14
1180,11337833,K01651.01,Kepler-921 b,CONFIRMED,Done,16/8/2018,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,51.3011844,6.02E-04,-6.02E-04,153.52571,9.75E-03,-9.75E-03,2454986.526,9.75E-03,-9.75E-03,0,,,,,,0.003,0.463,-0.003,5.359,0.259,-0.259,,,,4.99E+02,3.01E+01,-3.01E+01,0.020447,1.05E-03,-6.54E-04,2.98696,0.1796,-1.38959,LS+MCMC,2.07,6.50E-01,-1.70E-01,0.2716,,,90,,,492,,,13.86,12.72,-3.56,74.62,4.5,-4.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3447,q1_q17_dr25_koi,5.4655075,16.529358,19.6,1,21,1,q1_q17_dr25_tce,1.11111E+31,0.764,Mandel and Agol (2002 ApJ 580 171),,,011/011337/011337833/dv/kplr011337833-20160209194854_dvr.pdf,011/011337/011337833/dv/kplr011337833-001-20160209194854_dvs.pdf,6032,162,-180,4.508,0.052,-0.208,-0.18,0.3,-0.3,0.929,0.291,-0.078,1.014,0.13,-0.13,,,,q1_q17_dr25_stellar,284.61621,49.190811,14.739,15.174,14.681,14.553,14.48,13.597,13.184,13.188,0.125,18.974451,0.000025,49.19076,0.00022,1.31,0.88,-0.19,0.78,-6.60E-04,4.40E-04,1.10E-04,3.90E-04,-0.06,0.33,-0.2,0.32,0.2,0.33,0.05,0.32,-0.24,0.3,0.25,0.3
1181,11546211,K01654.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_ODDEVEN_ALT---CENT_KIC_POS,1.097211085,7.27E-07,-7.27E-07,131.517201,5.31E-04,-5.31E-04,2454964.517,5.31E-04,-5.31E-04,0,,,,,,1.145,22,-0.108,1.6738,0.0316,-0.0316,,,,3.89E+04,5.86E+02,-5.86E+02,0.440466,2.19E+01,-8.64E-02,1.48511,354.69669,-0.22987,LS+MCMC,16.07,1.87E+00,-2.12E+00,0.0145,,,75.45,,,740,,,71.01,24.01,-20.76,4.56,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3976,0.3142,q1_q17_dr25_koi,98.81571,1356.9958,83.5,1,974,1,q1_q17_dr25_tce,1.11111E+31,1,Mandel and Agol (2002 ApJ 580 171),,,011/011546/011546211/dv/kplr011546211-20160209194854_dvr.pdf,011/011546/011546211/dv/kplr011546211-001-20160209194854_dvs.pdf,3497,62,-55,4.92,0.055,-0.04,-0.2,0.1,-0.1,0.334,0.039,-0.044,0.339,0.051,-0.051,,,,q1_q17_dr25_stellar,283.79654,49.50399,15.155,16.807,15.37,14.447,13.979,12.691,11.996,11.816,0,18.91976093,0.00000015,49.5041476,0.0000014,-0.2935,0.0054,0.5674,0.005,-1.00E-04,4.70E-03,-1.60E-03,7.20E-03,-0.01,0.067,0.066,0.067,0.066,0.067,-0.276,0.073,0.456,0.069,0.533,0.071
1182,11547505,K01655.01,Kepler-922 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,0.938466959,9.39E-07,-9.39E-07,135.600698,7.97E-04,-7.97E-04,2454968.601,7.97E-04,-7.97E-04,0,,,,,,0.054,0.399,-0.054,1.3015,0.0284,-0.0284,,,,2.17E+02,4.90E+00,-4.90E+00,0.013337,4.45E-04,-2.21E-04,3.78199,0.04217,-1.46628,LS+MCMC,1.58,2.40E-01,-2.40E-01,0.0182,,,89.45,,,1876,,,2919.17,1189.69,-929.75,5.6049,0.0625,-0.0625,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,4.324426,41.280567,54.4,1,1135,1,q1_q17_dr25_tce,1.11111E+31,0.8727,Mandel and Agol (2002 ApJ 580 171),,,011/011547/011547505/dv/kplr011547505-20160209194854_dvr.pdf,011/011547/011547505/dv/kplr011547505-001-20160209194854_dvs.pdf,5499,82,-74,4.323,0.15,-0.1,0.12,0.15,-0.15,1.087,0.165,-0.165,0.906,0.066,-0.038,,,,q1_q17_dr25_stellar,284.73145,49.533192,13.757,14.219,13.706,13.559,13.528,12.613,12.26,12.188,0.08,18.982095,0.0000085,49.533131,0.000098,-0.06,0.3,-0.21,0.35,7.20E-05,5.30E-05,5.40E-05,6.20E-05,-0.03,0.14,-0.03,0.18,0.04,0.16,0.32,0.15,-0.04,0.21,0.32,0.16
1183,4471747,K01656.01,,CANDIDATE,Done,16/8/2018,CANDIDATE,0.996,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,51.3901452,6.22E-04,-6.22E-04,145.3192,1.00E-02,-1.00E-02,2454978.319,1.00E-02,-1.00E-02,0,,,,,,0.946,0.002,-0.654,5.995,0.213,-0.213,,,,4.94E+02,3.76E+01,-3.76E+01,0.025685,7.30E-04,-6.09E-03,0.1256,3.37667,-0.01112,LS+MCMC,3.62,6.30E-01,-4.50E-01,0.2853,,,87.91,,,570,,,24.98,11.29,-7.01,26,12.9,-12.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2826,0.3729,q1_q17_dr25_koi,5.7422523,13.279842,15.4,1,17,1,q1_q17_dr25_tce,1.1111E+31,0.0943,Mandel and Agol (2002 ApJ 580 171),,,004/004471/004471747/dv/kplr004471747-20160209194854_dvr.pdf,004/004471/004471747/dv/kplr004471747-001-20160209194854_dvs.pdf,6074,81,-90,4.284,0.103,-0.126,0.16,0.15,-0.15,1.292,0.224,-0.163,1.173,0.073,-0.097,,,,q1_q17_dr25_stellar,293.62592,39.50631,15.03,15.525,14.992,14.818,14.724,13.872,13.547,13.565,0.958,19.575053,0.000024,39.50641,0.00028,-0.3,1,0.4,1,5.00E-05,4.80E-04,-7.00E-05,4.80E-04,-0.31,0.37,0.36,0.35,0.48,0.36,-0.27,0.36,0.35,0.34,0.44,0.35
1184,11502867,K00195.01,Kepler-426 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.217518511,1.75E-07,-1.75E-07,133.6320632,4.48E-05,-4.48E-05,2454966.632,4.48E-05,-4.48E-05,0,,,,,,0.638,0.009,-0.01,2.11481,0.007,-0.007,,,,1.43E+04,1.42E+01,-1.42E+01,0.115425,2.79E-04,-3.41E-04,2.21495,0.06968,-0.06904,LS+MCMC,11.38,1.51E+00,-9.30E-01,0.041,,,86.57,,,1185,,,464.73,164.49,-93.72,10.662,0.335,-0.335,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2711,0.3858,q1_q17_dr25_koi,97.47379,1264.7878,1287.4,1,413,1,q1_q17_dr25_tce,1.11111E+31,0.0118,Mandel and Agol (2002 ApJ 580 171),,,011/011502/011502867/dv/kplr011502867-20160209194854_dvr.pdf,011/011502/011502867/dv/kplr011502867-001-20160209194854_dvs.pdf,5720,77,-77,4.473,0.063,-0.108,-0.22,0.15,-0.15,0.903,0.12,-0.074,0.882,0.06,-0.049,,,,q1_q17_dr25_stellar,289.43463,49.4734,14.835,15.329,14.779,14.624,14.549,13.624,13.23,13.212,0,19.29564616,0.00000031,49.4734245,0.000003,0.146,0.011,0.088,0.011,9.50E-04,5.10E-04,1.06E-03,7.60E-04,-0.002,0.067,-0.006,0.067,0.006,0.067,-0.038,0.069,0.092,0.068,0.099,0.068
1185,9909735,K01779.01,Kepler-318 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.66271902,1.49E-05,-1.49E-05,134.08296,2.49E-03,-2.49E-03,2454967.083,2.49E-03,-2.49E-03,0,,,,,,0.485,0.003,-0.473,2.757,0.0917,-0.0917,,,,1.63E+03,6.64E+01,-6.64E+01,0.037636,4.16E-04,-2.00E-03,1.45678,0.84232,-0.14143,LS+MCMC,3.86,6.40E-01,-1.60E-01,0.0556,,,87.66,,,1039,,,274.98,126.59,-43.87,11.87,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2555,0.4191,q1_q17_dr25_koi,27.653961,213.7086,28.2,2,233,1,q1_q17_dr25_tce,1.11111E+31,0.4582,Mandel and Agol (2002 ApJ 580 171),,,009/009909/009909735/dv/kplr009909735-20160209194854_dvr.pdf,009/009909/009909735/dv/kplr009909735-001-20160209194854_dvs.pdf,5729,103,-126,4.514,0.022,-0.127,0.21,0.15,-0.15,0.939,0.156,-0.039,1.051,0.051,-0.076,,,,q1_q17_dr25_stellar,298.48282,46.793621,13.297,13.809,13.246,13.077,13.029,12.148,11.832,11.766,,19.8988598,0.0000012,46.793641,0.000012,0.187,0.044,0.077,0.044,,,1.00E-06,8.40E-05,-0.036,0.07,0.003,0.074,0.036,0.07,0.046,0.072,0.062,0.072,0.078,0.074
