rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
1152,7456001,K01517.01,Kepler-874 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,40.0686713,1.02E-04,-1.02E-04,151.80901,2.01E-03,-2.01E-03,2454984.809,2.01E-03,-2.01E-03,0,,,,,,0.029,0.362,-0.029,5.8875,0.0665,-0.0665,,,,9.71E+02,1.80E+01,-1.80E+01,0.028574,5.91E-04,-3.70E-04,1.80017,0.06458,-0.42767,LS+MCMC,3.1,8.50E-01,-4.60E-01,0.2234,,,89.97,,,560,,,23.27,19.42,-8.34,53.46,1.9,-1.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,11.227994,47.246983,62,1,33,1,q1_q17_dr25_tce,1.11111E+31,0.823,Mandel and Agol (2002 ApJ 580 171),,,007/007456/007456001/dv/kplr007456001-20160209194854_dvr.pdf,007/007456/007456001/dv/kplr007456001-001-20160209194854_dvs.pdf,6026,182,-182,4.411,0.105,-0.195,-0.36,0.3,-0.3,0.992,0.274,-0.147,0.924,0.12,-0.098,,,,q1_q17_dr25_stellar,294.95685,43.014332,14.683,15.166,14.658,14.475,14.416,13.543,13.223,13.14,0,19.6637949,0.0000054,43.014433,0.000059,0.17,0.21,0.37,0.21,8.00E-05,2.10E-04,-4.70E-04,2.20E-04,0,0.11,0,0.12,0,0.13,0.07,0.11,0.1,0.12,0.12,0.14
1153,10028792,K01574.01,Kepler-87 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,114.73658,1.50E-04,-1.50E-04,165.150671,9.77E-04,-9.77E-04,2454998.151,9.77E-04,-9.77E-04,0,,,,,,0.595,0.037,-0.057,12.0355,0.0921,-0.0921,,,,4.85E+03,2.22E+01,-2.22E+01,0.06617,4.71E-04,-8.81E-04,0.38451,0.0544,-0.04242,LS+MCMC,12.28,1.06E+00,-8.90E-01,0.4572,,,89.47,,,476,,,12.13,3.37,-2.43,64.44,9.1,-9.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2472,0.4288,q1_q17_dr25_koi,69.59541,196.19203,230.6,4,11,1,q1_q17_dr25_tce,1.11111E+31,0.6295,Mandel and Agol (2002 ApJ 580 171),,,010/010028/010028792/dv/kplr010028792-20160209194854_dvr.pdf,010/010028/010028792/dv/kplr010028792-001-20160209194854_dvs.pdf,5597,112,-101,3.963,0.054,-0.045,-0.18,0.15,-0.15,1.699,0.147,-0.123,0.969,0.084,-0.063,,,,q1_q17_dr25_stellar,297.91687,46.96513,14.6,15.131,14.547,14.372,14.292,13.389,13.033,12.981,0,19.861113,0.000002,46.965078,0.000018,-0.455,0.074,-0.186,0.064,1.48E-03,4.70E-04,2.00E-05,5.40E-04,0.054,0.076,0.034,0.076,0.064,0.076,-0.141,0.077,-0.045,0.079,0.148,0.08
1154,10028792,K01574.02,Kepler-87 c,CONFIRMED,Done,16/8/2018,CANDIDATE,0,0,0,0,0,q1_q17_dr25_sup_koi,INDIV_TRANS_MARSHALL_SKYE---CENT_FEW_DIFFS,191.239133,2.42E-03,-2.42E-03,286.22034,7.21E-03,-7.21E-03,2455119.22,7.21E-03,-7.21E-03,0,,,,,,0.876,0.005,-0.609,16.942,0.413,-0.413,,,,1.06E+03,2.92E+01,-2.92E+01,0.034854,2.46E-03,-4.98E-03,0.05543,0.30597,-0.02691,LS+MCMC,6.47,5.60E-01,-4.70E-01,0.6428,,,88.94,,,401,,,6.14,1.7,-1.23,47.5,21.8,-21.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2472,0.4288,q1_q17_dr25_koi,18.385841,27.220509,36.8,4,4,2,q1_q17_dr25_tce,1.11111E+31,0.3547,Mandel and Agol (2002 ApJ 580 171),,,010/010028/010028792/dv/kplr010028792-20160209194854_dvr.pdf,010/010028/010028792/dv/kplr010028792-002-20160209194854_dvs.pdf,5597,112,-101,3.963,0.054,-0.045,-0.18,0.15,-0.15,1.699,0.147,-0.123,0.969,0.084,-0.063,,,,q1_q17_dr25_stellar,297.91687,46.96513,14.6,15.131,14.547,14.372,14.292,13.389,13.033,12.981,0.342,19.861122,0.000012,46.96517,0.00011,-0.11,0.44,0.14,0.39,0.00E+00,8.20E-02,0.00E+00,1.20E-01,-0.66,0.97,-0.024,0.097,0.66,0.97,-0.73,0.96,-0.12,0.2,0.74,0.95
1155,10028792,K01574.03,,CANDIDATE,Done,16/8/2018,CANDIDATE,0.952,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.83393857,2.24E-05,-2.24E-05,132.63426,3.04E-03,-3.04E-03,2454965.634,3.04E-03,-3.04E-03,0,,,,,,0.398,0.045,-0.398,4.5813,0.0845,-0.0845,,,,1.34E+02,8.10E+00,-8.10E+00,0.010694,3.52E-04,-5.14E-04,0.41384,0.16364,-0.03921,LS+MCMC,1.98,1.80E-01,-1.40E-01,0.0628,,,87.48,,,1285,,,642.83,178.64,-128.56,9.06,3.6,-3.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2472,0.4288,q1_q17_dr25_koi,2.8962574,9.252706,17.6,4,184,3,q1_q17_dr25_tce,1.11111E+31,0.2187,Mandel and Agol (2002 ApJ 580 171),,,010/010028/010028792/dv/kplr010028792-20160209194854_dvr.pdf,010/010028/010028792/dv/kplr010028792-003-20160209194854_dvs.pdf,5597,112,-101,3.963,0.054,-0.045,-0.18,0.15,-0.15,1.699,0.147,-0.123,0.969,0.084,-0.063,,,,q1_q17_dr25_stellar,297.91687,46.96513,14.6,15.131,14.547,14.372,14.292,13.389,13.033,12.981,0.354,19.861102,0.000038,46.96533,0.00034,-0.9,1.4,0.7,1.2,6.00E-05,1.20E-04,-8.00E-05,1.10E-04,-0.21,0.81,-1.65,0.86,1.67,0.84,-0.45,0.74,-1.79,0.87,1.85,0.85
1156,5553652,K01575.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET---HALO_GHOST,24.3282251,1.77E-04,-1.77E-04,141.05149,5.71E-03,-5.71E-03,2454974.051,5.71E-03,-5.71E-03,0,,,,,,4.426,5.103,-0.096,6.158,0.242,-0.242,,,,1.12E+03,5.02E+01,-5.02E+01,3.451933,5.11E+00,-8.63E-02,0.10913,0.25185,-0.08684,LS+MCMC,294.02,4.60E+01,-2.49E+01,0.1566,,,72.91,,,520,,,17.33,8.77,-4.47,15.06,7,-7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2043,0.4966,q1_q17_dr25_koi,7.781012,24.034557,26.4,1,56,1,q1_q17_dr25_tce,1.11111E+31,0.8664,Mandel and Agol (2002 ApJ 580 171),,,005/005553/005553652/dv/kplr005553652-20160209194854_dvr.pdf,005/005553/005553652/dv/kplr005553652-001-20160209194854_dvs.pdf,5286,159,-159,4.59,0.032,-0.104,-0.06,0.3,-0.3,0.78,0.122,-0.066,0.872,0.061,-0.104,,,,q1_q17_dr25_stellar,296.99191,40.758911,15.952,16.656,15.884,15.65,15.486,14.554,14.059,13.98,0,19.799223,0.000015,40.76013,0.00016,-9.76,0.62,4.4,0.56,1.01E-02,7.50E-04,-4.61E-03,7.70E-04,-4.394,0.082,2.251,0.083,4.937,0.082,-4.279,0.081,2.208,0.08,4.815,0.081
1157,5299459,K01576.01,Kepler-307 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.41572666,1.36E-05,-1.36E-05,143.04774,1.06E-03,-1.06E-03,2454976.048,1.06E-03,-1.06E-03,0,,,,,,0.682,0.176,-0.448,2.7719,0.0414,-0.0414,,,,8.25E+02,1.35E+01,-1.35E+01,0.02789,2.40E-03,-1.68E-03,1.88209,2.18496,-1.22298,LS+MCMC,3.01,3.90E-01,-2.60E-01,0.0917,,,88.23,,,797,,,95.64,36.45,-21.35,22.1,8.6,-8.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,10.29819,57.242867,69.3,3,132,1,q1_q17_dr25_tce,1.11111E+31,0.299,Mandel and Agol (2002 ApJ 580 171),,,005/005299/005299459/dv/kplr005299459-20160209194854_dvr.pdf,005/005299/005299459/dv/kplr005299459-001-20160209194854_dvs.pdf,5511,110,,4.426,0.081,-0.099,0.2,0.15,-0.15,0.987,0.128,-0.085,0.947,0.059,-0.053,,,,q1_q17_dr25_stellar,297.79514,40.417709,14.072,14.646,13.997,13.826,13.714,12.833,12.452,12.321,0.137,19.853015,0.0000045,40.417654,0.000047,0.23,0.19,-0.2,0.17,-1.00E-05,1.60E-04,-1.40E-04,1.50E-04,-0.138,0.096,0.05,0.11,0.148,0.097,-0.214,0.092,-0.15,0.11,0.262,0.1
1158,11153121,K01647.01,Kepler-313 b,CONFIRMED,Done,16/8/2018,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,14.97031664,8.27E-05,-8.27E-05,134.50507,4.11E-03,-4.11E-03,2454967.505,4.11E-03,-4.11E-03,0,,,,,,0.352,0.112,-0.352,5.884,0.124,-0.124,,,,2.91E+02,1.07E+01,-1.07E+01,0.015631,4.10E-04,-5.52E-04,0.53698,0.14291,-0.12986,LS+MCMC,2.53,3.90E-01,-5.40E-01,0.1215,,,88.91,,,883,,,143.33,63.6,-60.79,18.53,4.9,-4.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.26,0.4133,q1_q17_dr25_koi,6.9875393,23.425465,28.9,3,70,1,q1_q17_dr25_tce,1.11111E+31,0.0425,Mandel and Agol (2002 ApJ 580 171),,,011/011153/011153121/dv/kplr011153121-20160209194854_dvr.pdf,011/011153/011153121/dv/kplr011153121-001-20160209194854_dvs.pdf,5726,114,-103,4.123,0.182,-0.098,0.21,0.15,-0.15,1.483,0.23,-0.316,1.066,0.115,-0.086,,,,q1_q17_dr25_stellar,298.29495,48.775459,14.167,14.647,14.076,13.961,13.807,12.868,12.551,12.517,0,19.886342,0.000019,48.77577,0.00015,0.44,0.67,1.1,0.54,6.00E-05,1.90E-04,-4.10E-04,1.50E-04,0.48,0.22,-0.03,0.24,0.48,0.22,0.56,0.23,-0.02,0.23,0.56,0.23
1159,11153121,K01647.02,Kepler-313 c,CONFIRMED,Done,16/8/2018,CANDIDATE,0.987,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,32.2753853,5.41E-04,-5.41E-04,149.046,1.40E-02,-1.40E-02,2454982.046,1.40E-02,-1.40E-02,0,,,,,,0.608,0.348,-0.386,8.622,0.569,-0.569,,,,2.24E+02,1.52E+01,-1.52E+01,0.01424,4.00E-04,-8.41E-04,0.22738,0.35189,-0.2061,LS+MCMC,2.31,3.50E-01,-5.00E-01,0.2027,,,88.5,,,683,,,51.5,22.85,-21.84,23.22,9,-9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.26,0.4133,q1_q17_dr25_koi,4.6487665,11.423345,17.9,3,30,2,q1_q17_dr25_tce,1.11111E+31,0.7684,Mandel and Agol (2002 ApJ 580 171),,,011/011153/011153121/dv/kplr011153121-20160209194854_dvr.pdf,011/011153/011153121/dv/kplr011153121-002-20160209194854_dvs.pdf,5726,114,-103,4.123,0.182,-0.098,0.21,0.15,-0.15,1.483,0.23,-0.316,1.066,0.115,-0.086,,,,q1_q17_dr25_stellar,298.29495,48.775459,14.167,14.647,14.076,13.961,13.807,12.868,12.551,12.517,0,19.886351,0.000034,48.77623,0.00026,0.8,1.2,2.77,0.95,-3.00E-05,2.80E-04,-7.20E-04,2.20E-04,-0.2,0.67,1.13,0.75,1.15,0.81,-0.19,0.68,1.16,0.7,1.18,0.76
1160,11153121,K01647.03,,CANDIDATE,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,6.33027476,7.17E-05,-7.17E-05,133.86213,8.07E-03,-8.07E-03,2454966.862,8.07E-03,-8.07E-03,0,,,,,,0.3288,0.1072,-0.3286,3.67,0.277,-0.277,,,,8.92E+01,9.80E+00,-9.80E+00,0.00871,4.26E-04,-6.82E-04,0.94065,0.3458,-0.37959,MCMC,1.02,3.80E-01,-1.50E-01,0.0662,,,88.24,,,1046,,,283.31,316.95,-100.51,12.58,4.6,-4.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2817,0.3652,q1_q17_dr24_koi,4.6442986,8.8826475,9.8,3,153,3,q1_q17_dr24_tce,1.11111E+31,,Mandel and Agol (2002 ApJ 580 171),,,011/011153/011153121/dv/kplr011153121-20141002224145_dvr.pdf,011/011153/011153121/dv/kplr011153121-003-20141002224145_dvs.pdf,5900,173,-188,4.363,0.114,-0.25,-0.12,0.26,-0.28,1.07,0.4,-0.153,0.964,0.15,-0.102,,,,stellar_q1_q16,298.29495,48.775459,14.167,14.647,14.076,13.961,13.807,12.868,12.551,12.517,0.324,19.886364,0.000051,48.77564,0.00042,1.2,1.8,0.6,1.5,-4.00E-05,1.60E-04,-1.10E-04,1.30E-04,1.2,0.73,2.1,1.6,2.4,1.4,1.53,0.52,2,1.6,2.5,1.3
1161,11177543,K01648.01,Kepler-1760 b,CONFIRMED,Done,16/8/2018,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,38.3262237,2.73E-04,-2.73E-04,142.08401,5.19E-03,-5.19E-03,2454975.084,5.19E-03,-5.19E-03,0,,,,,,0.963,0.001,-0.698,3.073,0.123,-0.123,,,,3.92E+02,3.02E+01,-3.02E+01,0.02464,1.10E-05,-6.87E-03,0.47745,19.80141,-0.14631,LS+MCMC,2.43,1.50E-01,-2.40E-01,0.2084,,,88.34,,,480,,,12.56,2.47,-2.92,33.3,16.7,-16.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,4.95927,12.92448,15,1,28,1,q1_q17_dr25_tce,1.11111E+31,0.1966,Mandel and Agol (2002 ApJ 580 171),,,011/011177/011177543/dv/kplr011177543-20160209194854_dvr.pdf,011/011177/011177543/dv/kplr011177543-001-20160209194854_dvs.pdf,5229,78,-78,4.441,0.105,-0.042,0.08,0.15,-0.15,0.903,0.056,-0.088,0.821,0.059,-0.032,,,,q1_q17_dr25_stellar,284.13263,48.825119,14.31,14.914,14.234,14.051,13.966,13.04,12.628,12.537,0.218,18.942137,0.000029,48.82524,0.00029,-1.4,1,0.4,1,5.00E-04,3.90E-04,-1.00E-04,4.10E-04,0.83,0.36,0.1,0.31,0.84,0.35,0.74,0.38,0.16,0.29,0.75,0.37
1162,11337141,K01649.01,Kepler-1761 b,CONFIRMED,Done,16/8/2018,CANDIDATE,0.992,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.04355245,1.26E-05,-1.26E-05,131.62995,2.65E-03,-2.65E-03,2454964.63,2.65E-03,-2.65E-03,0,,,,,,0.984,0.049,-0.705,1.965,0.16,-0.16,,,,4.16E+02,2.20E+01,-2.20E+01,0.030112,5.94E-03,-1.18E-02,0.13614,11.41165,-0.31936,LS+MCMC,1.75,1.40E-01,-9.00E-02,0.0413,,,78.42,,,613,,,33.34,8.66,-5.82,4.9,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2575,0.4768,q1_q17_dr25_koi,3.277066,17.655901,21.2,1,265,1,q1_q17_dr25_tce,1.11111E+31,0.9307,Mandel and Agol (2002 ApJ 580 171),,,011/011337/011337141/dv/kplr011337141-20160209194854_dvr.pdf,011/011337/011337141/dv/kplr011337141-001-20160209194854_dvs.pdf,3871,77,-84,4.744,0.021,-0.053,0.07,0.15,-0.15,0.532,0.042,-0.027,0.573,0.031,-0.038,,,,q1_q17_dr25_stellar,284.13287,49.142609,14.963,16.401,15.031,14.347,13.883,12.643,11.977,11.791,0.004,18.942173,0.000019,49.1424,0.00017,-0.66,0.67,-0.75,0.62,2.10E-04,2.50E-04,3.70E-04,2.30E-04,0.11,0.3,0.6,0.24,0.61,0.24,0.18,0.29,0.74,0.23,0.76,0.23
1163,6705142,K01758.01,,CANDIDATE,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,5.59728249,1.41E-05,-1.41E-05,131.86708,2.31E-03,-2.31E-03,2454964.867,2.31E-03,-2.31E-03,0,,,,,,0.473,0.416,-0.269,1.795,0.0621,-0.0621,,,,1.41E+03,5.42E+01,-5.42E+01,0.034955,3.47E-04,-1.70E-03,6.37479,3.77607,-0.41467,LS+MCMC,3.28,6.90E-01,-3.00E-01,0.0608,,,88.76,,,930,,,176.53,116.59,-50.07,21.94,6.5,-6.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,6.867977,33.80947,30.8,1,200,1,q1_q17_dr25_tce,1.11111E+28,0.7283,Mandel and Agol (2002 ApJ 580 171),,,006/006705/006705142/dv/kplr006705142-20160209194854_dvr.pdf,006/006705/006705142/dv/kplr006705142-001-20160209194854_dvs.pdf,5610,177,-197,4.551,0.038,-0.142,0,0.25,-0.3,0.858,0.181,-0.078,0.953,0.083,-0.115,,,,q1_q17_dr25_stellar,295.43436,42.166321,15.969,16.554,15.911,15.718,15.641,14.65,14.27,14.218,0,19.6956062,0.0000022,42.16672,0.00003,-0.683,0.087,1.44,0.11,-3.10E-04,2.00E-04,1.13E-03,2.70E-04,1.43,0.31,-3.73,0.32,3.99,0.4,0.1,0.24,-0.1,0.2,0.14,0.28
1164,3967760,K01760.01,Kepler-317 b,CONFIRMED,Done,16/8/2018,CANDIDATE,0.677,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.52418625,2.37E-05,-2.37E-05,135.62306,3.34E-03,-3.34E-03,2454968.623,3.34E-03,-3.34E-03,0,,,,,,0.492,0.449,-0.286,2.826,0.111,-0.111,,,,4.91E+02,2.61E+01,-2.61E+01,0.02055,3.08E-04,-1.37E-03,1.48079,0.83714,-0.27586,LS+MCMC,2.25,2.70E-01,-2.90E-01,0.0583,,,87.89,,,976,,,214.86,69.72,-61.83,13.37,3.8,-3.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,4.0776553,17.317513,20.7,2,194,1,q1_q17_dr25_tce,1.1111E+31,0.2191,Mandel and Agol (2002 ApJ 580 171),,,003/003967/003967760/dv/kplr003967760-20160209194854_dvr.pdf,003/003967/003967760/dv/kplr003967760-001-20160209194854_dvs.pdf,5334,79,-79,4.372,0.132,-0.099,0.16,0.15,-0.15,1.004,0.118,-0.131,0.865,0.064,-0.032,,,,q1_q17_dr25_stellar,294.94388,39.032059,15.377,16.058,15.324,15.085,14.981,14.095,13.722,13.668,0,19.662885,0.000018,39.03195,0.0002,-1.7,0.74,-0.4,0.72,9.10E-04,3.50E-04,5.00E-05,3.40E-04,-0.46,0.19,0.6,0.25,0.75,0.23,-0.37,0.19,0.58,0.25,0.68,0.23
1165,3967760,K01760.02,Kepler-317 c,CONFIRMED,Done,16/8/2018,CANDIDATE,0.972,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.77514782,6.13E-05,-6.13E-05,133.70319,5.70E-03,-5.70E-03,2454966.703,5.70E-03,-5.70E-03,0,,,,,,0.504,0.445,-0.296,3.176,0.188,-0.188,,,,3.52E+02,3.05E+01,-3.05E+01,0.017427,4.78E-04,-1.50E-03,1.60022,1.17773,-0.32419,LS+MCMC,1.91,2.30E-01,-2.50E-01,0.0794,,,88.45,,,837,,,115.84,37.59,-33.33,18.68,6.9,-6.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,2.9793203,10.845035,12.7,2,119,2,q1_q17_dr25_tce,1.1111E+31,0.8304,Mandel and Agol (2002 ApJ 580 171),,,003/003967/003967760/dv/kplr003967760-20160209194854_dvr.pdf,003/003967/003967760/dv/kplr003967760-002-20160209194854_dvs.pdf,5334,79,-79,4.372,0.132,-0.099,0.16,0.15,-0.15,1.004,0.118,-0.131,0.865,0.064,-0.032,,,,q1_q17_dr25_stellar,294.94388,39.032059,15.377,16.058,15.324,15.085,14.981,14.095,13.722,13.668,0.199,19.662955,0.000026,39.03215,0.0003,1.3,1.1,0.3,1.1,-3.80E-04,4.10E-04,-2.30E-04,4.00E-04,0.54,0.45,0.29,0.37,0.62,0.43,0.65,0.46,0.27,0.37,0.7,0.45
1166,4067336,K01761.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,1,0,1,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.12742274,2.86E-05,-2.86E-05,135.26504,2.45E-03,-2.45E-03,2454968.265,2.45E-03,-2.45E-03,0,,,,,,0.696,0.025,-0.51,1.2762,0.0808,-0.0808,,,,9.34E+02,5.78E+01,-5.78E+01,0.029978,6.72E-03,-2.17E-03,18.01787,25.86119,-16.72355,LS+MCMC,3.8,1.13E+00,-4.80E-01,0.0983,,,89.13,,,969,,,208.77,178.16,-72.89,46.1,22,-22,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3138,0.2998,q1_q17_dr25_koi,3.654831,16.372225,19.5,1,102,1,q1_q17_dr25_tce,1.11101E+30,0.7167,Mandel and Agol (2002 ApJ 580 171),,,004/004067/004067336/dv/kplr004067336-20160209194854_dvr.pdf,004/004067/004067336/dv/kplr004067336-001-20160209194854_dvs.pdf,6392,157,-246,4.399,0.065,-0.195,0.07,0.2,-0.35,1.162,0.345,-0.148,1.232,0.152,-0.202,,,,q1_q17_dr25_stellar,294.14682,39.12706,15.623,16.052,15.567,15.439,15.356,14.582,14.241,14.193,0.197,19.609768,0.00002,39.1271,0.00025,-0.85,0.83,0.13,0.89,9.70E-04,9.20E-04,-3.00E-04,1.00E-03,0.24,0.2,-0.11,0.21,0.26,0.2,0.28,0.2,-0.16,0.21,0.32,0.2
1167,5387843,K01762.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0.406,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,0.870693883,8.31E-07,-8.31E-07,132.083949,7.81E-04,-7.81E-04,2454965.084,7.81E-04,-7.81E-04,0,,,,,,0.832,0.06,-0.594,1.2137,0.0273,-0.0273,,,,4.39E+02,9.40E+00,-9.40E+00,0.021683,1.74E-04,-2.33E-03,0.95722,3.29208,-0.46792,LS+MCMC,2.09,6.20E-01,-2.10E-01,0.0175,,,75.72,,,1876,,,2923.54,2539.45,-842.54,3.37,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,4.8508654,42.253517,55.6,1,1533,1,q1_q17_dr25_tce,1.11111E+31,0.8734,Mandel and Agol (2002 ApJ 580 171),,,005/005387/005387843/dv/kplr005387843-20160209194854_dvr.pdf,005/005387/005387843/dv/kplr005387843-001-20160209194854_dvs.pdf,5985,160,-195,4.519,0.052,-0.208,-0.34,0.3,-0.3,0.883,0.262,-0.087,0.94,0.109,-0.109,,,,q1_q17_dr25_stellar,298.13391,40.530289,14.996,15.502,14.955,14.779,14.663,13.781,13.453,13.357,0,19.8756297,0.0000077,40.530369,0.000069,1.47,0.32,0.28,0.25,-6.70E-04,1.10E-04,-2.40E-04,8.90E-05,0.93,0.11,0.34,0.13,0.99,0.12,0.89,0.11,0.35,0.14,0.96,0.13
1168,7549209,K01518.01,Kepler-875 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,27.5071114,1.72E-04,-1.72E-04,151.84775,4.89E-03,-4.89E-03,2454984.848,4.89E-03,-4.89E-03,0,,,,,,0.918,0.009,-0.65,5.907,0.157,-0.157,,,,5.81E+02,2.14E+01,-2.14E+01,0.026833,1.56E-03,-4.60E-03,0.11046,1.28743,-0.05851,LS+MCMC,2.58,8.10E-01,-2.60E-01,0.1771,,,86.79,,,569,,,24.71,22.93,-6.96,16.41,8,-8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,6.4298744,27.182098,30.7,1,48,1,q1_q17_dr25_tce,1.11111E+31,0.0797,Mandel and Agol (2002 ApJ 580 171),,,007/007549/007549209/dv/kplr007549209-20160209194854_dvr.pdf,007/007549/007549209/dv/kplr007549209-001-20160209194854_dvs.pdf,5783,157,-175,4.539,0.037,-0.212,-0.08,0.3,-0.3,0.88,0.278,-0.087,0.977,0.116,-0.116,,,,q1_q17_dr25_stellar,297.3013,43.141891,15.219,15.767,15.158,14.984,14.856,13.959,13.601,13.556,0.054,19.820081,0.000011,43.14169,0.00012,-0.23,0.41,-0.74,0.43,1.60E-04,2.50E-04,3.20E-04,2.60E-04,-0.32,0.14,-0.09,0.18,0.33,0.15,-0.35,0.12,-0.25,0.19,0.43,0.15
